1	11065.6728853540043929
2	11237.6022031570100808
3	11596.3522403219794796
4	11915.3444655269686336
5	11763.8188451619771513
6	11297.5311205769885419
7	11287.9969845380001061
8	11970.295082058004482
9	12594.5558932350104442
10	12260.8371335579777224
11	12537.5482506279840891
12	13060.4478988449754979
13	12719.3476437089648243
14	12389.4133605669976532
15	12472.513718574982704
16	12309.4061805380042642
17	11680.0460784469996725
18	11159.5710562649928761
19	11733.1226802609853621
20	13268.1212488279797981
21	14128.2304570639826125
22	13634.7763666559876583
23	13314.4705384909466375
24	13418.1328381189941865
25	13172.8959900139907404
26	12364.6719245819986099
27	11964.9787892489912338
28	12915.9279508039908251
29	13683.9698636289867864
30	13038.7565137899855472
31	12107.2440183349517611
32	12146.2472120239799551
33	12107.9732193420004478
34	11482.0717840870165674
35	11357.6726162239938276
36	11549.794236732972422
37	11879.4641372239711927
38	12154.5997680549735378
39	12154.0576849599910929
40	12944.4726622619946284
41	13541.4022288379983365
42	12805.045924797988846
43	11725.3507968139929289
44	11383.9280968719976954
45	11520.2008742349935346
46	12066.3251561540073453
47	12367.5478755810017901
48	11993.5665012620029302
49	12510.4650322939487523
50	12821.196680271963487
51	11915.8952088809692214
52	10890.9517731149917381
53	11001.354743749003319
54	11722.4027134280077007
55	12308.9153271069681068
56	12652.7340938399629522
57	12287.5287787949819176
58	11359.9225569690242992
59	11692.8714770889764623
60	13294.1620823079738329
61	13815.7981546659793821
62	12496.1152653209883283
63	11550.3412982070112776
64	11462.640659644981497
65	11405.6859634610173089
66	11801.7974935189649841
67	11826.5127780869916023
68	10917.8784973160109075
69	10824.6226029339959496
70	11829.1159847009821533
71	12110.138887637967855
72	11693.4630990299974655
73	12197.6895648039881053
74	13175.6455745589737489
75	12827.2136440229696746
76	12635.6372249939686299
77	13883.7170722390128503
78	15014.5746196009513369
79	14502.862102839992076
80	13356.0087287099922833
81	12733.1783694639889291
82	12250.9122583870121161
83	12125.242958907971115
84	11521.607014764995256
85	11278.01994624298095
86	11648.9444160909988568
87	11909.4294020810266375
88	12287.3498975739948946
89	12272.2090698149786476
90	11633.5613731319790531
91	11945.8254783700085682
92	13453.8363830489797692
93	13994.3675332750208327
94	12752.3381677789966488
95	12118.0421772599856922
96	12456.4205116620032641
97	12532.4380662239818776
98	11697.0024600869837741
99	11349.4065470029909193
100	11672.1095748279894906
101	11714.5084640799814224
102	11830.7320822509918798
103	12010.2609621350020461
104	11839.7213666229672526
105	11966.3512130529816204
106	12290.8908319160036626
107	12487.2188969909784646
108	12426.8553988389667211
109	12299.4605450529888913
110	11909.3928184759643045
111	11676.815080294971267
112	11597.4896601929940516
113	11788.8342748009799834
114	11956.9308224919968779
